symbol,period,period_type,fii_pct,dii_pct,promoter_pct,public_pct,shareholders,sector
NSLNISP,Sep 2025,SEP 2025,5.1300,15.3400,60.7900,18.7500,761194.0000,Metals & Mining
NTPC,Dec 2023,DEC 2023,17.0500,28.7000,51.1000,3.0400,1158992.0000,Power
NTPC,Dec 2024,DEC 2024,18.2000,26.7600,51.1000,3.8300,4365786.0000,Power
NTPC,Dec 2025,DEC 2025,16.2400,29.1900,51.1000,3.3400,3543434.0000,Power
NTPC,Jun 2024,JUN 2024,17.6800,27.5500,51.1000,3.5500,1767138.0000,Power
NTPC,Jun 2025,JUN 2025,16.0900,28.9200,51.1000,3.7700,3965860.0000,Power
NTPC,Jun 2026,JUN 2026,16.3000,29.4400,51.1000,3.1400,3201112.0000,Power
NTPC,Mar 2017,MAR 2017,10.4300,17.0200,69.7400,2.8100,631312.0000,Power
NTPC,Mar 2018,MAR 2018,11.5200,22.8200,62.2700,3.3700,566377.0000,Power
NTPC,Mar 2019,MAR 2019,11.4800,28.7300,56.0900,3.3800,561689.0000,Power
NTPC,Mar 2020,MAR 2020,12.6400,33.4600,51.0200,2.7800,605244.0000,Power
NTPC,Mar 2021,MAR 2021,11.9400,33.9300,51.1000,2.8900,779609.0000,Power
NTPC,Mar 2022,MAR 2022,14.7400,30.7600,51.1000,3.2300,972465.0000,Power
NTPC,Mar 2023,MAR 2023,15.6100,30.5100,51.1000,2.6900,983606.0000,Power
NTPC,Mar 2024,MAR 2024,17.8600,27.5500,51.1000,3.3700,1393480.0000,Power
NTPC,Mar 2025,MAR 2025,17.7900,27.2200,51.1000,3.7700,4143175.0000,Power
NTPC,Mar 2026,MAR 2026,16.5400,29.1300,51.1000,3.1000,3300179.0000,Power
NTPC,Sep 2023,SEP 2023,16.6900,29.0200,51.1000,3.0800,1066543.0000,Power
NTPC,Sep 2024,SEP 2024,18.6000,26.5100,51.1000,3.6800,3574828.0000,Power
NTPC,Sep 2025,SEP 2025,16.4000,28.9300,51.1000,3.4500,3729617.0000,Power
NTPCGREEN,Dec 2024,DEC 2024,2.1800,5.2800,89.0100,3.5200,1276901.0000,Power
NTPCGREEN,Dec 2025,DEC 2025,1.6100,4.8000,89.0100,4.5800,1332650.0000,Power
NTPCGREEN,Jun 2025,JUN 2025,1.8500,4.6600,89.0100,4.4800,1386018.0000,Power
NTPCGREEN,Jun 2026,JUN 2026,1.6700,5.2100,89.0100,4.1200,1230466.0000,Power
NTPCGREEN,Mar 2025,MAR 2025,1.9800,4.8700,89.0100,4.1400,1407563.0000,Power
NTPCGREEN,Mar 2026,MAR 2026,1.6100,5.0700,89.0100,4.3000,1301463.0000,Power
NTPCGREEN,Sep 2025,SEP 2025,1.7900,4.6300,89.0100,4.5700,1358211.0000,Power
NUVOCO,Dec 2023,DEC 2023,3.0500,19.9700,71.7800,5.1900,230864.0000,Construction Materials
NUVOCO,Dec 2024,DEC 2024,3.3700,19.2600,72.0200,5.3400,203217.0000,Construction Materials
NUVOCO,Dec 2025,DEC 2025,5.0000,18.0900,72.0200,4.9000,182123.0000,Construction Materials
NUVOCO,Jun 2024,JUN 2024,3.5000,18.4600,72.0200,6.0300,219934.0000,Construction Materials
NUVOCO,Jun 2025,JUN 2025,3.8200,19.1000,72.0200,5.0600,192406.0000,Construction Materials
NUVOCO,Jun 2026,JUN 2026,4.7100,18.0000,72.0200,5.2700,179030.0000,Construction Materials
NUVOCO,Mar 2022,MAR 2022,5.4200,18.0500,71.4200,5.1100,286954.0000,Construction Materials
NUVOCO,Mar 2023,MAR 2023,3.1400,20.4400,71.7800,4.6300,253546.0000,Construction Materials
NUVOCO,Mar 2024,MAR 2024,3.4300,18.5900,72.0200,5.9500,226804.0000,Construction Materials
NUVOCO,Mar 2025,MAR 2025,3.5500,19.3700,72.0200,5.0600,197095.0000,Construction Materials
NUVOCO,Mar 2026,MAR 2026,4.8800,18.3500,72.0200,4.7500,178159.0000,Construction Materials
NUVOCO,Sep 2023,SEP 2023,3.1500,19.9600,71.7800,5.1200,239732.0000,Construction Materials
NUVOCO,Sep 2024,SEP 2024,3.2400,18.8600,72.0200,5.8800,213595.0000,Construction Materials
NUVOCO,Sep 2025,SEP 2025,5.1900,18.0900,72.0200,4.6900,182725.0000,Construction Materials
NYKAA,Dec 2023,DEC 2023,10.6500,15.2500,52.2400,21.8700,508936.0000,Consumer Services
NYKAA,Dec 2024,DEC 2024,9.0500,23.5600,52.1600,15.2300,484256.0000,Consumer Services
NYKAA,Dec 2025,DEC 2025,12.1500,25.3600,52.1000,10.4100,416760.0000,Consumer Services
NYKAA,Jun 2024,JUN 2024,10.4800,18.2900,52.2000,19.0200,479394.0000,Consumer Services
NYKAA,Jun 2025,JUN 2025,11.6300,23.6400,52.1400,12.5800,436359.0000,Consumer Services
NYKAA,Jun 2026,JUN 2026,13.7300,24.0800,52.0700,10.1200,383806.0000,Consumer Services
NYKAA,Mar 2022,MAR 2022,5.9800,3.1200,52.4300,38.4700,324164.0000,Consumer Services
NYKAA,Mar 2023,MAR 2023,12.2600,7.8600,52.2800,27.6200,577953.0000,Consumer Services
NYKAA,Mar 2024,MAR 2024,10.3200,17.1600,52.2200,20.3100,520788.0000,Consumer Services
NYKAA,Mar 2025,MAR 2025,8.8300,25.2000,52.1600,13.8100,472462.0000,Consumer Services
NYKAA,Mar 2026,MAR 2026,12.4000,25.3500,52.0900,10.1500,395677.0000,Consumer Services
NYKAA,Sep 2023,SEP 2023,9.8400,14.3100,52.2600,23.6000,565191.0000,Consumer Services
NYKAA,Sep 2024,SEP 2024,10.1300,21.8300,52.1800,15.8600,473213.0000,Consumer Services
NYKAA,Sep 2025,SEP 2025,12.5400,24.9900,52.1200,10.3600,415723.0000,Consumer Services
OBEROIRLTY,Dec 2023,DEC 2023,17.4100,12.0500,67.7100,2.8400,69402.0000,Realty
OBEROIRLTY,Dec 2024,DEC 2024,20.2400,10.0500,67.7100,2.0000,93845.0000,Realty
OBEROIRLTY,Dec 2025,DEC 2025,16.5800,13.4600,67.7100,2.2500,91835.0000,Realty
OBEROIRLTY,Jun 2024,JUN 2024,18.0500,12.3000,67.7100,1.9400,77584.0000,Realty
OBEROIRLTY,Jun 2025,JUN 2025,19.3600,10.8000,67.7100,2.1400,104866.0000,Realty
OBEROIRLTY,Jun 2026,JUN 2026,15.1100,14.8300,67.7100,2.3600,94765.0000,Realty
OBEROIRLTY,Mar 2017,MAR 2017,25.3500,0.5800,72.5000,1.5700,14686.0000,Realty
OBEROIRLTY,Mar 2018,MAR 2018,21.9800,3.0600,72.4900,2.4700,24075.0000,Realty
OBEROIRLTY,Mar 2019,MAR 2019,25.3800,4.3900,67.7000,2.5300,27016.0000,Realty
OBEROIRLTY,Mar 2020,MAR 2020,24.9100,5.5200,67.7000,1.8600,23485.0000,Realty
OBEROIRLTY,Mar 2021,MAR 2021,24.8500,4.8700,67.7000,2.5700,32573.0000,Realty
OBEROIRLTY,Mar 2022,MAR 2022,20.2600,9.0900,67.7000,2.9400,70940.0000,Realty
OBEROIRLTY,Mar 2023,MAR 2023,17.7700,12.1100,67.7100,2.4200,64340.0000,Realty
OBEROIRLTY,Mar 2024,MAR 2024,16.9600,12.8300,67.7100,2.4900,73159.0000,Realty
OBEROIRLTY,Mar 2025,MAR 2025,19.9600,10.1900,67.7100,2.1200,107035.0000,Realty
OBEROIRLTY,Mar 2026,MAR 2026,15.4200,14.5800,67.7100,2.2800,93923.0000,Realty
OBEROIRLTY,Sep 2023,SEP 2023,17.8300,11.6100,67.7100,2.8400,65054.0000,Realty
OBEROIRLTY,Sep 2024,SEP 2024,18.4000,11.9500,67.7100,1.9400,83589.0000,Realty
OBEROIRLTY,Sep 2025,SEP 2025,16.0600,13.8500,67.7100,2.3900,97531.0000,Realty
OIL,Dec 2023,DEC 2023,10.9900,15.9800,56.6600,6.5100,282349.0000,Oil Gas & Consumable Fuels
OIL,Dec 2024,DEC 2024,9.4200,17.2600,56.6600,6.8100,500485.0000,Oil Gas & Consumable Fuels
OIL,Dec 2025,DEC 2025,7.5400,19.4400,56.6600,6.5000,481725.0000,Oil Gas & Consumable Fuels
OIL,Jun 2024,JUN 2024,9.3400,17.9100,56.6600,6.2300,362818.0000,Oil Gas & Consumable Fuels
OIL,Jun 2025,JUN 2025,8.1600,18.4100,56.6600,6.9100,512886.0000,Oil Gas & Consumable Fuels
OIL,Jun 2026,JUN 2026,7.2800,20.1300,56.6600,6.0600,457085.0000,Oil Gas & Consumable Fuels
OIL,Mar 2017,MAR 2017,4.4400,13.3400,66.6000,15.6200,129528.0000,Oil Gas & Consumable Fuels
OIL,Mar 2018,MAR 2018,3.8200,13.5900,66.1300,16.4600,123595.0000,Oil Gas & Consumable Fuels
OIL,Mar 2019,MAR 2019,4.8300,17.4000,61.6100,16.1500,140037.0000,Oil Gas & Consumable Fuels
OIL,Mar 2020,MAR 2020,6.5800,19.2400,56.6600,17.5300,160977.0000,Oil Gas & Consumable Fuels
OIL,Mar 2021,MAR 2021,7.6200,18.9900,56.6600,16.7300,187293.0000,Oil Gas & Consumable Fuels
OIL,Mar 2022,MAR 2022,11.2300,16.8400,56.6600,15.2700,219767.0000,Oil Gas & Consumable Fuels
OIL,Mar 2023,MAR 2023,11.4100,16.2600,56.6600,5.8100,227926.0000,Oil Gas & Consumable Fuels
OIL,Mar 2024,MAR 2024,9.5200,17.6600,56.6600,6.3000,337708.0000,Oil Gas & Consumable Fuels
OIL,Mar 2025,MAR 2025,8.5100,18.3100,56.6600,6.6700,513505.0000,Oil Gas & Consumable Fuels
OIL,Mar 2026,MAR 2026,7.6700,19.4300,56.6600,6.3600,464370.0000,Oil Gas & Consumable Fuels
OIL,Sep 2023,SEP 2023,11.2600,15.8900,56.6600,6.3200,237239.0000,Oil Gas & Consumable Fuels
OIL,Sep 2024,SEP 2024,10.5800,16.4300,56.6600,6.4600,474738.0000,Oil Gas & Consumable Fuels
OIL,Sep 2025,SEP 2025,7.5600,19.2100,56.6600,6.6900,503843.0000,Oil Gas & Consumable Fuels
ONGC,Dec 2023,DEC 2023,9.2000,18.7300,58.8900,2.8900,1588564.0000,Oil Gas & Consumable Fuels
ONGC,Dec 2024,DEC 2024,7.5300,19.4000,58.8900,3.8800,3050312.0000,Oil Gas & Consumable Fuels
ONGC,Dec 2025,DEC 2025,7.4300,19.6900,58.8900,3.6900,2856489.0000,Oil Gas & Consumable Fuels
ONGC,Jun 2024,JUN 2024,8.5700,18.7500,58.8900,3.5000,2141479.0000,Oil Gas & Consumable Fuels
ONGC,Jun 2025,JUN 2025,7.0800,19.8500,58.8900,3.8800,3021301.0000,Oil Gas & Consumable Fuels
ONGC,Jun 2026,JUN 2026,8.0100,19.3100,58.8900,3.5000,2736414.0000,Oil Gas & Consumable Fuels
ONGC,Mar 2017,MAR 2017,6.2900,11.9600,68.0700,13.6800,629625.0000,Oil Gas & Consumable Fuels
ONGC,Mar 2018,MAR 2018,5.4700,13.2500,67.7200,13.5700,629224.0000,Oil Gas & Consumable Fuels
ONGC,Mar 2019,MAR 2019,6.4700,15.7300,64.2500,13.5500,629594.0000,Oil Gas & Consumable Fuels
ONGC,Mar 2020,MAR 2020,7.6200,17.8700,60.4100,14.1000,867077.0000,Oil Gas & Consumable Fuels
ONGC,Mar 2021,MAR 2021,8.0800,17.4800,60.4100,14.0300,1161502.0000,Oil Gas & Consumable Fuels
ONGC,Mar 2022,MAR 2022,9.9100,16.3600,58.9100,14.8200,1362794.0000,Oil Gas & Consumable Fuels
ONGC,Mar 2023,MAR 2023,7.9700,19.8700,58.8900,2.9400,1548726.0000,Oil Gas & Consumable Fuels
ONGC,Mar 2024,MAR 2024,8.8800,18.8800,58.8900,3.0500,1790074.0000,Oil Gas & Consumable Fuels
ONGC,Mar 2025,MAR 2025,7.1100,19.9300,58.8900,3.7600,3030759.0000,Oil Gas & Consumable Fuels
ONGC,Mar 2026,MAR 2026,7.9700,19.3000,58.8900,3.5400,2777888.0000,Oil Gas & Consumable Fuels
ONGC,Sep 2023,SEP 2023,8.3800,19.5800,58.8900,2.8300,1513383.0000,Oil Gas & Consumable Fuels
ONGC,Sep 2024,SEP 2024,8.1200,19.0400,58.8900,3.6500,2788153.0000,Oil Gas & Consumable Fuels
ONGC,Sep 2025,SEP 2025,6.9800,19.9600,58.8900,3.8700,2959513.0000,Oil Gas & Consumable Fuels
PAGEIND,Dec 2023,DEC 2023,21.7800,23.9200,45.1100,8.4900,92192.0000,Textiles
PAGEIND,Dec 2024,DEC 2024,22.6700,28.6900,42.8900,5.0200,52181.0000,Textiles
PAGEIND,Dec 2025,DEC 2025,20.7100,30.7800,42.8900,4.9000,54428.0000,Textiles
PAGEIND,Jun 2024,JUN 2024,20.5500,27.3500,45.0400,6.3000,69796.0000,Textiles
PAGEIND,Jun 2025,JUN 2025,24.0300,27.7500,42.8900,4.5900,48076.0000,Textiles
PAGEIND,Jun 2026,JUN 2026,18.9100,32.9300,42.8900,4.5600,52623.0000,Textiles
PAGEIND,Mar 2017,MAR 2017,36.8700,4.6200,49.0100,9.5000,36887.0000,Textiles
PAGEIND,Mar 2018,MAR 2018,36.0700,5.4000,49.0100,9.5200,39661.0000,Textiles
PAGEIND,Mar 2019,MAR 2019,36.4200,3.1700,48.3200,12.0900,62251.0000,Textiles
PAGEIND,Mar 2020,MAR 2020,29.1800,10.0200,48.3200,12.2100,70385.0000,Textiles
PAGEIND,Mar 2021,MAR 2021,25.8900,15.4400,48.3200,9.6100,66805.0000,Textiles
PAGEIND,Mar 2022,MAR 2022,25.2100,17.0600,47.1900,9.9200,75727.0000,Textiles
PAGEIND,Mar 2023,MAR 2023,22.3800,21.2600,46.1200,9.6100,90855.0000,Textiles
PAGEIND,Mar 2024,MAR 2024,20.8600,25.8500,45.1100,7.4300,84513.0000,Textiles
PAGEIND,Mar 2025,MAR 2025,23.5800,27.8700,42.8900,4.9200,50905.0000,Textiles
PAGEIND,Mar 2026,MAR 2026,19.0000,32.5000,42.8900,4.9000,57225.0000,Textiles
PAGEIND,Sep 2023,SEP 2023,21.9800,22.9200,45.1100,9.3500,98082.0000,Textiles
PAGEIND,Sep 2024,SEP 2024,20.8400,28.7600,44.2900,5.3500,57515.0000,Textiles
PAGEIND,Sep 2025,SEP 2025,23.2000,28.5200,42.8900,4.6700,47103.0000,Textiles
PGEL,Dec 2023,DEC 2023,10.7700,12.3600,53.5900,23.2700,17837.0000,Consumer Durables
PGEL,Dec 2024,DEC 2024,10.2900,16.2200,49.3700,24.1100,135421.0000,Consumer Durables
PGEL,Dec 2025,DEC 2025,10.5900,22.6600,43.4100,23.0600,226944.0000,Consumer Durables
PGEL,Jun 2024,JUN 2024,11.0700,9.8900,53.5600,25.2200,35492.0000,Consumer Durables
PGEL,Jun 2025,JUN 2025,13.0200,18.0900,43.7200,25.1100,218384.0000,Consumer Durables
PGEL,Jun 2026,JUN 2026,9.9500,23.8800,43.3700,22.7100,220368.0000,Consumer Durables
PGEL,Mar 2017,MAR 2017,0.0000,0.1500,65.0000,34.8500,2423.0000,Consumer Durables
PGEL,Mar 2018,MAR 2018,7.0700,0.1300,61.9500,30.8500,3176.0000,Consumer Durables
PGEL,Mar 2019,MAR 2019,6.7500,0.4600,66.5200,26.2700,5468.0000,Consumer Durables
PGEL,Mar 2020,MAR 2020,0.4600,0.0000,68.2000,31.3400,5862.0000,Consumer Durables
PGEL,Mar 2021,MAR 2021,1.0600,0.0000,69.8300,29.1100,7134.0000,Consumer Durables
PGEL,Mar 2022,MAR 2022,0.9900,0.0000,65.7100,33.3000,11273.0000,Consumer Durables
PGEL,Mar 2023,MAR 2023,1.9700,7.1700,61.3300,29.5300,12848.0000,Consumer Durables
PGEL,Mar 2024,MAR 2024,11.0200,10.9400,53.7000,24.3300,20678.0000,Consumer Durables
PGEL,Mar 2025,MAR 2025,10.4500,16.3700,49.3700,23.8000,158667.0000,Consumer Durables
PGEL,Mar 2026,MAR 2026,9.7500,24.4900,43.4100,22.3500,223484.0000,Consumer Durables
PGEL,Sep 2023,SEP 2023,8.9600,12.6300,53.5900,24.6200,18251.0000,Consumer Durables
PGEL,Sep 2024,SEP 2024,10.6900,9.8000,53.4200,25.9100,103595.0000,Consumer Durables
PGEL,Sep 2025,SEP 2025,11.4500,18.8300,43.6000,26.1000,255336.0000,Consumer Durables
PHOENIXLTD,Dec 2023,DEC 2023,30.8000,17.7000,47.2800,4.2200,68847.0000,Realty
PHOENIXLTD,Dec 2024,DEC 2024,35.6600,13.0300,47.2600,4.0600,89288.0000,Realty
PHOENIXLTD,Dec 2025,DEC 2025,33.8500,15.2600,47.2500,3.6400,75779.0000,Realty
PHOENIXLTD,Jun 2024,JUN 2024,35.4100,13.3300,47.2700,3.9800,74051.0000,Realty
PHOENIXLTD,Jun 2025,JUN 2025,36.2700,12.7200,47.2600,3.7400,85498.0000,Realty
PHOENIXLTD,Jun 2026,JUN 2026,31.7300,17.3800,47.2500,3.6400,73390.0000,Realty
PHOENIXLTD,Mar 2017,MAR 2017,30.3300,2.8300,62.8600,3.9900,6511.0000,Realty
PHOENIXLTD,Mar 2018,MAR 2018,29.1700,3.1300,62.8200,4.3600,8684.0000,Realty
PHOENIXLTD,Mar 2019,MAR 2019,26.3400,5.7000,62.7600,5.1900,15375.0000,Realty
PHOENIXLTD,Mar 2020,MAR 2020,25.7400,10.8800,59.1100,4.2600,14332.0000,Realty
PHOENIXLTD,Mar 2021,MAR 2021,34.3000,16.5400,45.5100,3.6500,22773.0000,Realty
PHOENIXLTD,Mar 2022,MAR 2022,30.6900,17.4600,47.3300,4.5200,39284.0000,Realty
PHOENIXLTD,Mar 2023,MAR 2023,30.3800,18.0500,47.3000,4.2600,60955.0000,Realty
PHOENIXLTD,Mar 2024,MAR 2024,32.8200,15.7900,47.2800,4.1200,76902.0000,Realty
PHOENIXLTD,Mar 2025,MAR 2025,36.1400,12.5900,47.2600,3.9900,88531.0000,Realty
PHOENIXLTD,Mar 2026,MAR 2026,32.9700,16.1400,47.2500,3.6400,73876.0000,Realty
PHOENIXLTD,Sep 2023,SEP 2023,30.0100,18.5100,47.2900,4.1800,69523.0000,Realty
PHOENIXLTD,Sep 2024,SEP 2024,35.5000,13.1700,47.2600,4.0700,87748.0000,Realty
PHOENIXLTD,Sep 2025,SEP 2025,33.4500,15.4700,47.2500,3.8400,86589.0000,Realty
POWERGRID,Dec 2023,DEC 2023,30.5100,14.7700,51.3400,3.3700,961585.0000,Power
POWERGRID,Dec 2024,DEC 2024,28.1100,16.9900,51.3400,3.5000,1351252.0000,Power
POWERGRID,Dec 2025,DEC 2025,24.7300,20.1900,51.3400,3.6700,1374801.0000,Power
POWERGRID,Jun 2024,JUN 2024,28.7300,16.3200,51.3400,3.6100,1317077.0000,Power
POWERGRID,Jun 2025,JUN 2025,26.5000,18.4900,51.3400,3.6100,1388417.0000,Power
POWERGRID,Jun 2026,JUN 2026,24.3300,20.6200,51.3400,3.6300,1351868.0000,Power
POWERGRID,Mar 2017,MAR 2017,26.7200,8.4800,57.9000,6.9100,671277.0000,Power
POWERGRID,Mar 2018,MAR 2018,21.3100,15.7700,56.9100,6.0100,598244.0000,Power
POWERGRID,Mar 2019,MAR 2019,25.5100,14.5800,55.3700,4.5500,562363.0000,Power
POWERGRID,Mar 2020,MAR 2020,27.0200,16.6500,51.3400,4.9900,556321.0000,Power
POWERGRID,Mar 2021,MAR 2021,28.3900,13.7700,51.3400,6.5000,591585.0000,Power
POWERGRID,Mar 2022,MAR 2022,29.3500,16.0200,51.3400,3.2900,804152.0000,Power
POWERGRID,Mar 2023,MAR 2023,32.3000,13.3900,51.3400,2.9900,802619.0000,Power
POWERGRID,Mar 2024,MAR 2024,29.8200,15.2600,51.3400,3.5800,1100850.0000,Power
POWERGRID,Mar 2025,MAR 2025,26.7900,18.3000,51.3400,3.5200,1383986.0000,Power
POWERGRID,Mar 2026,MAR 2026,25.0200,20.0500,51.3400,3.5100,1335909.0000,Power
POWERGRID,Sep 2023,SEP 2023,32.0100,13.2100,51.3400,3.4400,931366.0000,Power
POWERGRID,Sep 2024,SEP 2024,28.2600,16.8900,51.3400,3.5000,1329741.0000,Power
POWERGRID,Sep 2025,SEP 2025,25.6600,19.3300,51.3400,3.6000,1372725.0000,Power
PRESTIGE,Dec 2023,DEC 2023,18.0700,13.1700,65.4800,3.2800,113174.0000,Realty
PRESTIGE,Dec 2024,DEC 2024,19.3000,16.7400,60.9500,3.0200,165302.0000,Realty
PRESTIGE,Dec 2025,DEC 2025,15.7200,20.9600,60.9500,2.3700,171130.0000,Realty
PRESTIGE,Jun 2024,JUN 2024,16.8300,14.4300,65.4800,3.2700,157402.0000,Realty
PRESTIGE,Jun 2025,JUN 2025,16.6400,19.6300,60.9500,2.7800,163103.0000,Realty
PRESTIGE,Jun 2026,JUN 2026,13.2700,23.5100,60.9500,2.2800,184847.0000,Realty
PRESTIGE,Mar 2017,MAR 2017,24.4300,4.4100,70.0000,1.1600,11656.0000,Realty
PRESTIGE,Mar 2018,MAR 2018,27.3300,1.5100,70.0000,1.1600,13999.0000,Realty
PRESTIGE,Mar 2019,MAR 2019,24.8500,3.9000,70.0000,1.2500,16145.0000,Realty
PRESTIGE,Mar 2020,MAR 2020,29.4200,3.8600,65.4800,1.2400,19770.0000,Realty
PRESTIGE,Mar 2021,MAR 2021,28.9000,3.6000,65.4800,2.0100,29230.0000,Realty
PRESTIGE,Mar 2022,MAR 2022,24.2800,6.8200,65.4800,3.4200,60583.0000,Realty
PRESTIGE,Mar 2023,MAR 2023,21.1900,10.5000,65.4800,2.8300,66432.0000,Realty
PRESTIGE,Mar 2024,MAR 2024,16.0600,14.9600,65.4800,3.5100,147341.0000,Realty
PRESTIGE,Mar 2025,MAR 2025,17.0800,19.2300,60.9500,2.7400,168033.0000,Realty
PRESTIGE,Mar 2026,MAR 2026,14.2000,22.6000,60.9500,2.2600,194773.0000,Realty
PRESTIGE,Sep 2023,SEP 2023,19.5000,12.8200,65.4800,2.2000,74550.0000,Realty
PRESTIGE,Sep 2024,SEP 2024,19.1200,16.7500,60.9500,3.1900,167028.0000,Realty
PRESTIGE,Sep 2025,SEP 2025,15.7400,20.6800,60.9500,2.6300,164676.0000,Realty
RAILTEL,Dec 2023,DEC 2023,1.4500,3.3900,72.8400,22.3100,307246.0000,Telecommunication
RAILTEL,Dec 2024,DEC 2024,3.3400,0.3600,72.8400,23.4500,521892.0000,Telecommunication
RAILTEL,Dec 2025,DEC 2025,3.6800,0.8400,72.8400,22.6300,499192.0000,Telecommunication
RAILTEL,Jun 2024,JUN 2024,2.1500,2.8600,72.8400,22.1400,437008.0000,Telecommunication
RAILTEL,Jun 2025,JUN 2025,3.6700,0.7800,72.8400,22.7000,516521.0000,Telecommunication
RAILTEL,Jun 2026,JUN 2026,3.9800,0.9900,72.8400,22.1900,486005.0000,Telecommunication
RAILTEL,Mar 2021,MAR 2021,3.0200,5.2400,72.8400,18.9000,283164.0000,Telecommunication
RAILTEL,Mar 2022,MAR 2022,0.5400,3.8800,72.8400,22.7300,309317.0000,Telecommunication
RAILTEL,Mar 2023,MAR 2023,1.0500,4.1200,72.8400,21.9700,274320.0000,Telecommunication
RAILTEL,Mar 2024,MAR 2024,2.2000,2.6400,72.8400,22.3200,376802.0000,Telecommunication
RAILTEL,Mar 2025,MAR 2025,3.3300,0.4500,72.8400,23.3600,540217.0000,Telecommunication
RAILTEL,Mar 2026,MAR 2026,3.7200,0.9900,72.8400,22.4400,492275.0000,Telecommunication
RAILTEL,Sep 2023,SEP 2023,1.4600,3.5400,72.8400,22.1400,297202.0000,Telecommunication
RAILTEL,Sep 2024,SEP 2024,3.0500,0.6100,72.8400,23.5100,515406.0000,Telecommunication
RAILTEL,Sep 2025,SEP 2025,3.5400,0.7800,72.8400,22.8200,510401.0000,Telecommunication
RAMCOCEM,Dec 2023,DEC 2023,7.9400,32.9200,42.1100,13.6400,46993.0000,Construction Materials
RAMCOCEM,Dec 2024,DEC 2024,6.8800,30.8900,42.7500,16.1000,63101.0000,Construction Materials
RAMCOCEM,Dec 2025,DEC 2025,7.9800,28.1500,42.5500,17.9400,56029.0000,Construction Materials
RAMCOCEM,Jun 2024,JUN 2024,7.3800,31.1400,42.2900,15.8100,76165.0000,Construction Materials
RAMCOCEM,Jun 2025,JUN 2025,8.4300,27.8500,42.5500,17.7700,56972.0000,Construction Materials
RAMCOCEM,Jun 2026,JUN 2026,7.5200,29.5000,42.5500,17.0400,53616.0000,Construction Materials
RAMCOCEM,Mar 2017,MAR 2017,14.5200,18.8800,42.3000,20.9400,28834.0000,Construction Materials
RAMCOCEM,Mar 2018,MAR 2018,13.1200,20.3500,42.7500,20.3900,31970.0000,Construction Materials
RAMCOCEM,Mar 2019,MAR 2019,11.5400,23.0500,42.7500,19.2700,27698.0000,Construction Materials
RAMCOCEM,Mar 2020,MAR 2020,8.9100,24.4500,42.6600,20.5800,30436.0000,Construction Materials
RAMCOCEM,Mar 2021,MAR 2021,8.2600,23.2300,42.5400,22.5700,36415.0000,Construction Materials
RAMCOCEM,Mar 2022,MAR 2022,7.6300,32.6300,42.3300,14.0300,51391.0000,Construction Materials
RAMCOCEM,Mar 2023,MAR 2023,7.5500,32.4600,42.2900,14.3100,54638.0000,Construction Materials
RAMCOCEM,Mar 2024,MAR 2024,7.4300,32.2400,42.2900,14.6600,56327.0000,Construction Materials
RAMCOCEM,Mar 2025,MAR 2025,7.2900,30.1400,42.5500,16.6400,62360.0000,Construction Materials
RAMCOCEM,Mar 2026,MAR 2026,8.0400,28.9200,42.5500,17.1000,52680.0000,Construction Materials
RAMCOCEM,Sep 2023,SEP 2023,7.8500,33.3700,42.1100,13.2900,47105.0000,Construction Materials
RAMCOCEM,Sep 2024,SEP 2024,6.6100,30.8700,42.2900,16.8500,76447.0000,Construction Materials
RAMCOCEM,Sep 2025,SEP 2025,8.1500,28.4800,42.5500,17.4200,57838.0000,Construction Materials
REDINGTON,Dec 2023,DEC 2023,56.9900,17.9200,,25.0500,238806.0000,Services
REDINGTON,Dec 2024,DEC 2024,58.5300,18.6400,,22.8200,218928.0000,Services
REDINGTON,Dec 2025,DEC 2025,61.9400,17.2800,,20.7300,242936.0000,Services
REDINGTON,Jun 2024,JUN 2024,57.8700,18.1400,,23.9900,218658.0000,Services
REDINGTON,Jun 2025,JUN 2025,62.5800,16.6500,,20.7100,219740.0000,Services
REDINGTON,Jun 2026,JUN 2026,61.9600,16.3700,0.0000,21.6100,241094.0000,Services
REDINGTON,Mar 2017,MAR 2017,29.7700,22.2800,8.2000,39.7500,23751.0000,Services
REDINGTON,Mar 2018,MAR 2018,38.1300,19.9800,0.0000,41.8900,20375.0000,Services
REDINGTON,Mar 2019,MAR 2019,34.4400,21.1800,0.0000,44.3800,26206.0000,Services
REDINGTON,Mar 2020,MAR 2020,42.1000,16.7400,0.0000,41.1600,25580.0000,Services
REDINGTON,Mar 2021,MAR 2021,42.0000,15.7900,0.0000,42.2100,38119.0000,Services
REDINGTON,Mar 2022,MAR 2022,39.4000,16.1400,0.0000,44.4600,242615.0000,Services
REDINGTON,Mar 2023,MAR 2023,60.5000,16.6800,0.0000,22.8200,252336.0000,Services
REDINGTON,Mar 2024,MAR 2024,58.0900,18.5700,0.0000,23.2900,227423.0000,Services
REDINGTON,Mar 2025,MAR 2025,60.5700,17.8700,0.0000,21.5000,223938.0000,Services
REDINGTON,Mar 2026,MAR 2026,61.4900,17.1200,0.0000,21.3300,253694.0000,Services
REDINGTON,Sep 2023,SEP 2023,56.2600,17.3800,,26.3400,259172.0000,Services
REDINGTON,Sep 2024,SEP 2024,58.0700,18.0800,,23.8400,221761.0000,Services
REDINGTON,Sep 2025,SEP 2025,61.8100,16.9700,,21.1700,250955.0000,Services
